seed,proposal_index,query_id,product_id,proposal_selection_rule,qrsbt_relevance_probability,qrsbt_confidence,qrsbt_support_score,base_rank,teacher_or_oracle_columns_used
347,5,37,213,"query-local runtime-safe candidate with highest qrsbt_relevance_probability, then qrsbt_confidence, qrsbt_support_score, base_rank, product_id",0.9047538685467982,0.8717083593680114,1.0,15,False
347,6,38,62,"query-local runtime-safe candidate with highest qrsbt_relevance_probability, then qrsbt_confidence, qrsbt_support_score, base_rank, product_id",0.8493920059934176,0.8329234634955089,1.0,15,False
347,7,40,312,"query-local runtime-safe candidate with highest qrsbt_relevance_probability, then qrsbt_confidence, qrsbt_support_score, base_rank, product_id",0.9377655573332654,0.8605731104012764,1.0,12,False
347,8,42,34,"query-local runtime-safe candidate with highest qrsbt_relevance_probability, then qrsbt_confidence, qrsbt_support_score, base_rank, product_id",0.8933101071254061,0.8115361386280026,1.0,15,False
349,1,2,98,"query-local runtime-safe candidate with highest qrsbt_relevance_probability, then qrsbt_confidence, qrsbt_support_score, base_rank, product_id",0.8995601529938829,0.8491284394772722,1.0,12,False
349,2,7,295,"query-local runtime-safe candidate with highest qrsbt_relevance_probability, then qrsbt_confidence, qrsbt_support_score, base_rank, product_id",0.8630469820266948,0.8064153718732917,1.0,11,False
349,3,9,313,"query-local runtime-safe candidate with highest qrsbt_relevance_probability, then qrsbt_confidence, qrsbt_support_score, base_rank, product_id",0.8501921397766037,0.8169528305123703,1.0,13,False
349,4,20,124,"query-local runtime-safe candidate with highest qrsbt_relevance_probability, then qrsbt_confidence, qrsbt_support_score, base_rank, product_id",0.9254767563328918,0.8538215981215485,1.0,12,False
349,5,22,174,"query-local runtime-safe candidate with highest qrsbt_relevance_probability, then qrsbt_confidence, qrsbt_support_score, base_rank, product_id",0.8681963074373357,0.8344458847613674,1.0,14,False
349,6,24,136,"query-local runtime-safe candidate with highest qrsbt_relevance_probability, then qrsbt_confidence, qrsbt_support_score, base_rank, product_id",0.849100539036821,0.8069163955984414,1.0,11,False
349,7,35,107,"query-local runtime-safe candidate with highest qrsbt_relevance_probability, then qrsbt_confidence, qrsbt_support_score, base_rank, product_id",0.9199004589408496,0.8083596629746101,1.0,11,False
349,8,41,273,"query-local runtime-safe candidate with highest qrsbt_relevance_probability, then qrsbt_confidence, qrsbt_support_score, base_rank, product_id",0.97553936874652,0.9008589880218584,1.0,13,False
353,1,8,176,"query-local runtime-safe candidate with highest qrsbt_relevance_probability, then qrsbt_confidence, qrsbt_support_score, base_rank, product_id",0.9318170765965066,0.863596271912736,1.0,13,False
353,2,19,243,"query-local runtime-safe candidate with highest qrsbt_relevance_probability, then qrsbt_confidence, qrsbt_support_score, base_rank, product_id",0.961800244585229,0.8566051984541219,1.0,12,False
353,3,21,293,"query-local runtime-safe candidate with highest qrsbt_relevance_probability, then qrsbt_confidence, qrsbt_support_score, base_rank, product_id",0.9249314293299938,0.8423822256265296,1.0,11,False
353,4,26,18,"query-local runtime-safe candidate with highest qrsbt_relevance_probability, then qrsbt_confidence, qrsbt_support_score, base_rank, product_id",0.8499902731652457,0.8253182837705296,1.0,13,False
353,5,27,43,"query-local runtime-safe candidate with highest qrsbt_relevance_probability, then qrsbt_confidence, qrsbt_support_score, base_rank, product_id",0.8607873219005135,0.887154621273889,1.0,12,False
353,6,31,247,"query-local runtime-safe candidate with highest qrsbt_relevance_probability, then qrsbt_confidence, qrsbt_support_score, base_rank, product_id",0.8475445769096793,0.8246471710936076,1.0,15,False
353,7,39,303,"query-local runtime-safe candidate with highest qrsbt_relevance_probability, then qrsbt_confidence, qrsbt_support_score, base_rank, product_id",0.9246123099908414,0.8651566301546979,1.0,12,False
353,8,42,18,"query-local runtime-safe candidate with highest qrsbt_relevance_probability, then qrsbt_confidence, qrsbt_support_score, base_rank, product_id",0.9115855009798052,0.8502518484935458,1.0,13,False
359,1,0,32,"query-local runtime-safe candidate with highest qrsbt_relevance_probability, then qrsbt_confidence, qrsbt_support_score, base_rank, product_id",0.9653834865999884,0.8528650648910653,1.0,11,False
359,2,9,225,"query-local runtime-safe candidate with highest qrsbt_relevance_probability, then qrsbt_confidence, qrsbt_support_score, base_rank, product_id",0.9250752427477332,0.881419523333678,1.0,13,False
359,3,27,155,"query-local runtime-safe candidate with highest qrsbt_relevance_probability, then qrsbt_confidence, qrsbt_support_score, base_rank, product_id",0.8503666415020521,0.8124181304795606,1.0,11,False
359,4,30,294,"query-local runtime-safe candidate with highest qrsbt_relevance_probability, then qrsbt_confidence, qrsbt_support_score, base_rank, product_id",0.9040372481628312,0.8319274604526357,1.0,15,False
359,5,31,135,"query-local runtime-safe candidate with highest qrsbt_relevance_probability, then qrsbt_confidence, qrsbt_support_score, base_rank, product_id",0.922879056184456,0.8980698896439931,1.0,11,False
359,6,34,210,"query-local runtime-safe candidate with highest qrsbt_relevance_probability, then qrsbt_confidence, qrsbt_support_score, base_rank, product_id",0.9074323571069808,0.8080161205767338,1.0,15,False
359,7,36,196,"query-local runtime-safe candidate with highest qrsbt_relevance_probability, then qrsbt_confidence, qrsbt_support_score, base_rank, product_id",0.9522766795247468,0.8982486295197315,1.0,13,False
359,8,46,270,"query-local runtime-safe candidate with highest qrsbt_relevance_probability, then qrsbt_confidence, qrsbt_support_score, base_rank, product_id",0.8494979427856808,0.8006917228403997,1.0,11,False
367,1,0,88,"query-local runtime-safe candidate with highest qrsbt_relevance_probability, then qrsbt_confidence, qrsbt_support_score, base_rank, product_id",0.9181461121539704,0.8515972296302805,1.0,13,False
367,2,4,164,"query-local runtime-safe candidate with highest qrsbt_relevance_probability, then qrsbt_confidence, qrsbt_support_score, base_rank, product_id",0.9083504389664576,0.8804475877640415,1.0,13,False
367,3,16,32,"query-local runtime-safe candidate with highest qrsbt_relevance_probability, then qrsbt_confidence, qrsbt_support_score, base_rank, product_id",0.8495803973865467,0.8069127844780116,1.0,14,False
367,4,18,114,"query-local runtime-safe candidate with highest qrsbt_relevance_probability, then qrsbt_confidence, qrsbt_support_score, base_rank, product_id",0.9106535235201386,0.8445614351641355,1.0,11,False
367,5,21,317,"query-local runtime-safe candidate with highest qrsbt_relevance_probability, then qrsbt_confidence, qrsbt_support_score, base_rank, product_id",0.8498647886898969,0.8085760909772493,1.0,11,False
367,6,27,67,"query-local runtime-safe candidate with highest qrsbt_relevance_probability, then qrsbt_confidence, qrsbt_support_score, base_rank, product_id",0.8915676092286574,0.8140926808995299,1.0,14,False
367,7,32,112,"query-local runtime-safe candidate with highest qrsbt_relevance_probability, then qrsbt_confidence, qrsbt_support_score, base_rank, product_id",0.9475736992331892,0.8682679028605502,1.0,14,False
367,8,33,97,"query-local runtime-safe candidate with highest qrsbt_relevance_probability, then qrsbt_confidence, qrsbt_support_score, base_rank, product_id",0.9360227033921676,0.8985199245403118,1.0,12,False
